patent_citing;organization_citing;patent_cited;university_cited
8507460;Idenix Pharmaceuticals, Inc.;7547704;Universita' Degli Studi di Cagliari
7365057;Idenix Pharmaceuticals, Inc.;7105493;Universita' Degli Studi di Cagliari
7365057;Idenix Pharmaceuticals, Inc.;7163929;Universita' Degli Studi di Cagliari
7365057;Idenix Pharmaceuticals, Inc.;7101861;Universita' Degli Studi di Cagliari
7365057;Idenix Pharmaceuticals, Inc.;7148206;Universita' Degli Studi di Cagliari
8637475;Idenix Pharmaceuticals, Inc.;7608600;Universita' Degli Studi di Cagliari
8507460;Idenix Pharmaceuticals, Inc.;7456155;Universita' Degli Studi di Cagliari
7456155;Idenix Pharmaceuticals, Inc.;7163929;Universita' Degli Studi di Cagliari
7456155;Idenix Pharmaceuticals, Inc.;7105493;Universita' Degli Studi di Cagliari
7456155;Idenix Pharmaceuticals, Inc.;7101861;Universita' Degli Studi di Cagliari
7456155;Idenix Pharmaceuticals, Inc.;7157441;Universita' Degli Studi di Cagliari
7365057;Idenix Pharmaceuticals, Inc.;7157441;Universita' Degli Studi di Cagliari
7365057;Idenix Pharmaceuticals, Inc.;7169766;Universita' Degli Studi di Cagliari
7547704;Idenix Pharmaceuticals, Inc.;7101861;Universita' Degli Studi di Cagliari
8680071;Idenix Pharmaceuticals, Inc.;7105493;Universita' Degli Studi di Cagliari
8680071;Idenix Pharmaceuticals, Inc.;7608600;Universita' Degli Studi di Cagliari
8680071;Idenix Pharmaceuticals, Inc.;7101861;Universita' Degli Studi di Cagliari
8680071;Idenix Pharmaceuticals, Inc.;7157441;Universita' Degli Studi di Cagliari
7456155;Idenix Pharmaceuticals, Inc.;7148206;Universita' Degli Studi di Cagliari
7824851;Idenix Pharmaceuticals, Inc.;7148206;Universita' Degli Studi di Cagliari
7547704;Idenix Pharmaceuticals, Inc.;7163929;Universita' Degli Studi di Cagliari
7547704;Idenix Pharmaceuticals, Inc.;7105493;Universita' Degli Studi di Cagliari
7547704;Idenix Pharmaceuticals, Inc.;7148206;Universita' Degli Studi di Cagliari
7547704;Idenix Pharmaceuticals, Inc.;7157441;Universita' Degli Studi di Cagliari
7547704;Idenix Pharmaceuticals, Inc.;7169766;Universita' Degli Studi di Cagliari
7781576;Idenix Pharmaceuticals, Inc.;7105493;Universita' Degli Studi di Cagliari
7781576;Idenix Pharmaceuticals, Inc.;7148206;Universita' Degli Studi di Cagliari
7824851;Idenix Pharmaceuticals, Inc.;7157441;Universita' Degli Studi di Cagliari
7824851;Idenix Pharmaceuticals, Inc.;7101861;Universita' Degli Studi di Cagliari
7824851;Idenix Pharmaceuticals, Inc.;7169766;Universita' Degli Studi di Cagliari
7824851;Idenix Pharmaceuticals, Inc.;7105493;Universita' Degli Studi di Cagliari
7902202;Idenix Pharmaceuticals, Inc.;7157441;Universita' Degli Studi di Cagliari
7824851;Idenix Pharmaceuticals, Inc.;7163929;Universita' Degli Studi di Cagliari
7781576;Idenix Pharmaceuticals, Inc.;7157441;Universita' Degli Studi di Cagliari
7781576;Idenix Pharmaceuticals, Inc.;7169766;Universita' Degli Studi di Cagliari
7781576;Idenix Pharmaceuticals, Inc.;7101861;Universita' Degli Studi di Cagliari
7781576;Idenix Pharmaceuticals, Inc.;7163929;Universita' Degli Studi di Cagliari
8691788;Idenix Pharmaceuticals, Inc.;7101861;Universita' Degli Studi di Cagliari
8691788;Idenix Pharmaceuticals, Inc.;7157441;Universita' Degli Studi di Cagliari
8691788;Idenix Pharmaceuticals, Inc.;7105493;Universita' Degli Studi di Cagliari
7902202;Idenix Pharmaceuticals, Inc.;7101861;Universita' Degli Studi di Cagliari
7902202;Idenix Pharmaceuticals, Inc.;7105493;Universita' Degli Studi di Cagliari
7902202;Idenix Pharmaceuticals, Inc.;7547704;Universita' Degli Studi di Cagliari
8299038;Idenix Pharmaceuticals, Inc.;7105493;Universita' Degli Studi di Cagliari
8299038;Idenix Pharmaceuticals, Inc.;7662798;Universita' Degli Studi di Cagliari
8299038;Idenix Pharmaceuticals, Inc.;7101861;Universita' Degli Studi di Cagliari
8299038;Idenix Pharmaceuticals, Inc.;7608597;Universita' Degli Studi di Cagliari
8299038;Idenix Pharmaceuticals, Inc.;7148206;Universita' Degli Studi di Cagliari
8299038;Idenix Pharmaceuticals, Inc.;7625875;Universita' Degli Studi di Cagliari
7951789;Idenix Pharmaceuticals, Inc.;7101861;Universita' Degli Studi di Cagliari
7951789;Idenix Pharmaceuticals, Inc.;7105493;Universita' Degli Studi di Cagliari
8299038;Idenix Pharmaceuticals, Inc.;7582618;Universita' Degli Studi di Cagliari
8299038;Idenix Pharmaceuticals, Inc.;7169766;Universita' Degli Studi di Cagliari
8299038;Idenix Pharmaceuticals, Inc.;7157441;Universita' Degli Studi di Cagliari
8299038;Idenix Pharmaceuticals, Inc.;7163929;Universita' Degli Studi di Cagliari
9109001;Idenix Pharmaceuticals, Inc.;7365057;Universita' Degli Studi di Cagliari
9109001;Idenix Pharmaceuticals, Inc.;7608600;Universita' Degli Studi di Cagliari
9109001;Idenix Pharmaceuticals, Inc.;7824851;Universita' Degli Studi di Cagliari
9109001;Idenix Pharmaceuticals, Inc.;7105493;Universita' Degli Studi di Cagliari
9109001;Idenix Pharmaceuticals, Inc.;8299038;Universita' Degli Studi di Cagliari
7951789;Idenix Pharmaceuticals, Inc.;7157441;Universita' Degli Studi di Cagliari
9109001;Idenix Pharmaceuticals, Inc.;7456155;Universita' Degli Studi di Cagliari
9109001;Idenix Pharmaceuticals, Inc.;7625875;Universita' Degli Studi di Cagliari
9109001;Idenix Pharmaceuticals, Inc.;7582618;Universita' Degli Studi di Cagliari
9109001;Idenix Pharmaceuticals, Inc.;7148206;Universita' Degli Studi di Cagliari
9109001;Idenix Pharmaceuticals, Inc.;7635689;Universita' Degli Studi di Cagliari
9109001;Idenix Pharmaceuticals, Inc.;7192936;Universita' Degli Studi di Cagliari
9109001;Idenix Pharmaceuticals, Inc.;7169766;Universita' Degli Studi di Cagliari
9109001;Idenix Pharmaceuticals, Inc.;7662798;Universita' Degli Studi di Cagliari
9109001;Idenix Pharmaceuticals, Inc.;7608597;Universita' Degli Studi di Cagliari
9109001;Idenix Pharmaceuticals, Inc.;7157441;Universita' Degli Studi di Cagliari
9109001;Idenix Pharmaceuticals, Inc.;7547704;Universita' Degli Studi di Cagliari
9109001;Idenix Pharmaceuticals, Inc.;7163929;Universita' Degli Studi di Cagliari
7384924;Idenix Pharmaceuticals, Inc.;7163929;Universita' Degli Studi di Cagliari
7384924;Idenix Pharmaceuticals, Inc.;7105493;Universita' Degli Studi di Cagliari
7384924;Idenix Pharmaceuticals, Inc.;7157441;Universita' Degli Studi di Cagliari
7384924;Idenix Pharmaceuticals, Inc.;7101861;Universita' Degli Studi di Cagliari
7384924;Idenix Pharmaceuticals, Inc.;7148206;Universita' Degli Studi di Cagliari
9109001;Idenix Pharmaceuticals, Inc.;7384924;Universita' Degli Studi di Cagliari
8674085;Idenix Pharmaceuticals, Inc.;7157441;Universita' Degli Studi di Cagliari
8674085;Idenix Pharmaceuticals, Inc.;7163929;Universita' Degli Studi di Cagliari
8674085;Idenix Pharmaceuticals, Inc.;7105493;Universita' Degli Studi di Cagliari
8674085;Idenix Pharmaceuticals, Inc.;7169766;Universita' Degli Studi di Cagliari
8674085;Idenix Pharmaceuticals, Inc.;7148206;Universita' Degli Studi di Cagliari
7384924;Idenix Pharmaceuticals, Inc.;7169766;Universita' Degli Studi di Cagliari
7795238;Idenix Pharmaceuticals, Inc.;7105493;Universita' Degli Studi di Cagliari
7795238;Idenix Pharmaceuticals, Inc.;7101861;Universita' Degli Studi di Cagliari
7795238;Idenix Pharmaceuticals, Inc.;7157441;Universita' Degli Studi di Cagliari
8951985;Idenix Pharmaceuticals, Inc.;7608600;Universita' Degli Studi di Cagliari
8674085;Idenix Pharmaceuticals, Inc.;7101861;Universita' Degli Studi di Cagliari
8674085;Idenix Pharmaceuticals, Inc.;7824851;Universita' Degli Studi di Cagliari
8343937;Idenix Pharmaceuticals, Inc.;7625875;Universita' Degli Studi di Cagliari
8343937;Idenix Pharmaceuticals, Inc.;7365057;Universita' Degli Studi di Cagliari
8343937;Idenix Pharmaceuticals, Inc.;7635689;Universita' Degli Studi di Cagliari
8343937;Idenix Pharmaceuticals, Inc.;7456155;Universita' Degli Studi di Cagliari
8343937;Idenix Pharmaceuticals, Inc.;7148206;Universita' Degli Studi di Cagliari
7795238;Idenix Pharmaceuticals, Inc.;7148206;Universita' Degli Studi di Cagliari
8343937;Idenix Pharmaceuticals, Inc.;7101861;Universita' Degli Studi di Cagliari
8343937;Idenix Pharmaceuticals, Inc.;7384924;Universita' Degli Studi di Cagliari
8343937;Idenix Pharmaceuticals, Inc.;7608597;Universita' Degli Studi di Cagliari
8343937;Idenix Pharmaceuticals, Inc.;7163929;Universita' Degli Studi di Cagliari
8343937;Idenix Pharmaceuticals, Inc.;7157441;Universita' Degli Studi di Cagliari
8343937;Idenix Pharmaceuticals, Inc.;7582618;Universita' Degli Studi di Cagliari
8343937;Idenix Pharmaceuticals, Inc.;7105493;Universita' Degli Studi di Cagliari
8343937;Idenix Pharmaceuticals, Inc.;7608600;Universita' Degli Studi di Cagliari
8343937;Idenix Pharmaceuticals, Inc.;7547704;Universita' Degli Studi di Cagliari
8343937;Idenix Pharmaceuticals, Inc.;7662798;Universita' Degli Studi di Cagliari
8343937;Idenix Pharmaceuticals, Inc.;7169766;Universita' Degli Studi di Cagliari
8343937;Idenix Pharmaceuticals, Inc.;7192936;Universita' Degli Studi di Cagliari
9296778;Idenix Pharmaceuticals, Inc.;7157441;Universita' Degli Studi di Cagliari
9296778;Idenix Pharmaceuticals, Inc.;7608600;Universita' Degli Studi di Cagliari
7662798;Idenix Pharmaceuticals, Inc.;7157441;Universita' Degli Studi di Cagliari
7662798;Idenix Pharmaceuticals, Inc.;7163929;Universita' Degli Studi di Cagliari
7662798;Idenix Pharmaceuticals, Inc.;7148206;Universita' Degli Studi di Cagliari
7662798;Idenix Pharmaceuticals, Inc.;7169766;Universita' Degli Studi di Cagliari
9296778;Idenix Pharmaceuticals, Inc.;7662798;Universita' Degli Studi di Cagliari
9296778;Idenix Pharmaceuticals, Inc.;7384924;Universita' Degli Studi di Cagliari
9296778;Idenix Pharmaceuticals, Inc.;7365057;Universita' Degli Studi di Cagliari
9296778;Idenix Pharmaceuticals, Inc.;7824851;Universita' Degli Studi di Cagliari
9296778;Idenix Pharmaceuticals, Inc.;7456155;Universita' Degli Studi di Cagliari
9296778;Idenix Pharmaceuticals, Inc.;7163929;Universita' Degli Studi di Cagliari
7608600;Idenix Pharmaceuticals, Inc.;7101861;Universita' Degli Studi di Cagliari
7608600;Idenix Pharmaceuticals, Inc.;7163929;Universita' Degli Studi di Cagliari
9296778;Idenix Pharmaceuticals, Inc.;7625875;Universita' Degli Studi di Cagliari
9296778;Idenix Pharmaceuticals, Inc.;7608597;Universita' Degli Studi di Cagliari
9296778;Idenix Pharmaceuticals, Inc.;7148206;Universita' Degli Studi di Cagliari
9296778;Idenix Pharmaceuticals, Inc.;7192936;Universita' Degli Studi di Cagliari
7625875;Idenix Pharmaceuticals, Inc.;7157441;Universita' Degli Studi di Cagliari
7625875;Idenix Pharmaceuticals, Inc.;7148206;Universita' Degli Studi di Cagliari
7608600;Idenix Pharmaceuticals, Inc.;7157441;Universita' Degli Studi di Cagliari
7608600;Idenix Pharmaceuticals, Inc.;7105493;Universita' Degli Studi di Cagliari
7608600;Idenix Pharmaceuticals, Inc.;7169766;Universita' Degli Studi di Cagliari
7608600;Idenix Pharmaceuticals, Inc.;7148206;Universita' Degli Studi di Cagliari
9296778;Idenix Pharmaceuticals, Inc.;8299038;Universita' Degli Studi di Cagliari
9296778;Idenix Pharmaceuticals, Inc.;7169766;Universita' Degli Studi di Cagliari
7625875;Idenix Pharmaceuticals, Inc.;7101861;Universita' Degli Studi di Cagliari
7625875;Idenix Pharmaceuticals, Inc.;7105493;Universita' Degli Studi di Cagliari
7625875;Idenix Pharmaceuticals, Inc.;7163929;Universita' Degli Studi di Cagliari
7625875;Idenix Pharmaceuticals, Inc.;7169766;Universita' Degli Studi di Cagliari
7582618;Idenix Pharmaceuticals, Inc.;7101861;Universita' Degli Studi di Cagliari
7582618;Idenix Pharmaceuticals, Inc.;7148206;Universita' Degli Studi di Cagliari
9296778;Idenix Pharmaceuticals, Inc.;7105493;Universita' Degli Studi di Cagliari
9296778;Idenix Pharmaceuticals, Inc.;7582618;Universita' Degli Studi di Cagliari
9296778;Idenix Pharmaceuticals, Inc.;7635689;Universita' Degli Studi di Cagliari
9296778;Idenix Pharmaceuticals, Inc.;7547704;Universita' Degli Studi di Cagliari
7635689;Idenix Pharmaceuticals, Inc.;7163929;Universita' Degli Studi di Cagliari
7635689;Idenix Pharmaceuticals, Inc.;7169766;Universita' Degli Studi di Cagliari
7582618;Idenix Pharmaceuticals, Inc.;7157441;Universita' Degli Studi di Cagliari
7582618;Idenix Pharmaceuticals, Inc.;7105493;Universita' Degli Studi di Cagliari
7582618;Idenix Pharmaceuticals, Inc.;7163929;Universita' Degli Studi di Cagliari
7582618;Idenix Pharmaceuticals, Inc.;7169766;Universita' Degli Studi di Cagliari
7662798;Idenix Pharmaceuticals, Inc.;7101861;Universita' Degli Studi di Cagliari
7662798;Idenix Pharmaceuticals, Inc.;7105493;Universita' Degli Studi di Cagliari
7635689;Idenix Pharmaceuticals, Inc.;7105493;Universita' Degli Studi di Cagliari
7635689;Idenix Pharmaceuticals, Inc.;7157441;Universita' Degli Studi di Cagliari
7635689;Idenix Pharmaceuticals, Inc.;7148206;Universita' Degli Studi di Cagliari
7635689;Idenix Pharmaceuticals, Inc.;7101861;Universita' Degli Studi di Cagliari
8368641;IMMERSON CORPORATION;5912658;Scuola Superiore Sant'Anna
7084884;IMMERSON CORPORATION;5912658;Scuola Superiore Sant'Anna
7390157;IMMERSON CORPORATION;5912658;Scuola Superiore Sant'Anna
9690379;IMMERSON CORPORATION;5912658;Scuola Superiore Sant'Anna
7472047;IMMERSON CORPORATION;5912658;Scuola Superiore Sant'Anna
5262323;Imperial Chemical Industrices PLC;5120536;Ministero Dell' Universita' e Della Ricerca Scientifica Tecnologica
8974375;Imperial Innovations Ltd.;5906591;Scuola Superiore Sant'Anna
6765726;Impluse Technology Ltd.;5715834;Scuola Superiore Sant'Anna
7791808;Impulse Technology Ltd.;5715834;Scuola Superiore Sant'Anna
8861091;Impulse Technology Ltd.;5715834;Scuola Superiore Sant'Anna
7864168;Impulse Technology Ltd.;5715834;Scuola Superiore Sant'Anna
8503086;Impulse Technology Ltd.;5715834;Scuola Superiore Sant'Anna
6308565;Impulse Technology Ltd.;5715834;Scuola Superiore Sant'Anna
7038855;Impulse Technology Ltd.;5715834;Scuola Superiore Sant'Anna
7359121;Impulse Technology Ltd.;5715834;Scuola Superiore Sant'Anna
6876496;Impulse Technology Ltd.;5715834;Scuola Superiore Sant'Anna
10012646;Industrial Technology Research Institute;8508744;Universita' Degli Studi di Pavia
7372725;Infineon Technologies Corporation;7068534;Universita' Degli Studi di Pavia
9351989;Inhibitex, Inc.;7105493;Universita' Degli Studi di Cagliari
9351989;Inhibitex, Inc.;7608597;Universita' Degli Studi di Cagliari
9351989;Inhibitex, Inc.;8343937;Universita' Degli Studi di Cagliari
9351989;Inhibitex, Inc.;7148206;Universita' Degli Studi di Cagliari
9351989;Inhibitex, Inc.;7169766;Universita' Degli Studi di Cagliari
9351989;Inhibitex, Inc.;7163929;Universita' Degli Studi di Cagliari
8475798;Inhibitex, Inc.;6685943;Universita' Degli Studi di Pavia
8475798;Inhibitex, Inc.;6841154;Universita' Degli Studi di Pavia
8759318;Inhibitex, Inc.;7157441;Universita' Degli Studi di Cagliari
9296795;Inhibitex, Inc.;6841154;Universita' Degli Studi di Pavia
9351989;Inhibitex, Inc.;7157441;Universita' Degli Studi di Cagliari
9351989;Inhibitex, Inc.;8299038;Universita' Degli Studi di Cagliari
9351989;Inhibitex, Inc.;7101861;Universita' Degli Studi di Cagliari
7045131;Inhibitex, Inc.;6685943;Universita' Degli Studi di Pavia
9828427;Innate Pharma S.A.;9447185;Universita' Degli Studi di Genova
7217236;Innovamedica S.A. de C.V.;5300113;Ministero Dell' Universita' e Della Ricerca Scientifica Tecnologica
5591482;Inoac Corporation;4710400;Universita' Degli Studi di Parma
9052321;INSERM (Institute National de la Sante et de la Rechereche Medicale);7824851;Universita' Degli Studi di Cagliari
8705223;Institut Gustave-Roussy;8058043;Scuola Superiore Sant'Anna
8841238;Institut National de la Sante et de la Recherche (INSERM);7569390;Scuola Internazionale Superiore Di Studi Avanzati
6519831;Institute of Technology Precision Electrical Discharge;6439813;Ministero Dell' Universita' e Della Ricerca Scientifica Tecnologica
6198147;Intel Corporation;5682037;Universita' Degli Studi di Roma
9257175;Intel Corporation;7068534;Universita' Degli Studi di Pavia
6459450;Intel Corporation;5557133;Universita' Degli Studi di Roma
8354951;Intelligent Sciences, Ltd.;7570194;Universita' Degli Studi di Roma
7755935;International Business Machines of Corporation;7068534;Universita' Degli Studi di Pavia
8479047;International Business Machines of Corporation;8117227;Scuola Normale Superiore Di Pisa
9795718;International Business Machines of Corporation;8722850;Universita' degli Studi di Milano-Bicocca
10139693;International Business Machines of Corporation;5864836;Universita' Degli Studi di Roma
8352788;International Business Machines of Corporation;8117227;Scuola Normale Superiore Di Pisa
9276113;International Business Machines of Corporation;8288827;Universita' Degli Studi Di Padova
6941504;International Business Machines of Corporation;4907278;Ministero Dell' Universita' e Della Ricerca Scientifica Tecnologica
5531898;International Organic Solutions Corp.;4721585;Universita' Degli Studi di Parma
5211810;International Paper Comany;4710400;Universita' Degli Studi di Parma
9539291;INTREXON ACTOBIOTICS NV;6685943;Universita' Degli Studi di Pavia
9526750;INTREXON ACTOBIOTICS NV;6685943;Universita' Degli Studi di Pavia
8696694;Intuitive Surgical;5906591;Scuola Superiore Sant'Anna
8241271;Intuitive Surgical;5906591;Scuola Superiore Sant'Anna
9427282;Intuitive Surgical;5906591;Scuola Superiore Sant'Anna
9446177;Intuitive Surgical;5906591;Scuola Superiore Sant'Anna
9808140;Intuitive Surgical;5906591;Scuola Superiore Sant'Anna
8568299;Intuitive Surgical;5906591;Scuola Superiore Sant'Anna
9980778;Intuitive Surgical;5906591;Scuola Superiore Sant'Anna
9980778;Intuitive Surgical;5906591;Scuola Superiore Sant'Anna
8062212;Intuitive Surgical;5906591;Scuola Superiore Sant'Anna
9421016;Intuitive Surgical;5906591;Scuola Superiore Sant'Anna
8845524;Intuitive Surgical;5906591;Scuola Superiore Sant'Anna
8608647;Intuitive Surgical;5906591;Scuola Superiore Sant'Anna
9138132;Intuitive Surgical;5906591;Scuola Superiore Sant'Anna
8182418;Intuitive Surgical;5906591;Scuola Superiore Sant'Anna
10098703;Intuitive Surgical;5906591;Scuola Superiore Sant'Anna
10105036;Intuitive Surgical;5906591;Scuola Superiore Sant'Anna
9216243;Intuitive Surgical;5906591;Scuola Superiore Sant'Anna
9550300;Intuitive Surgical;5912658;Scuola Superiore Sant'Anna
9440364;Intuitive Surgical;5912658;Scuola Superiore Sant'Anna
8641602;Intuitive Surgical;5906591;Scuola Superiore Sant'Anna
9072427;Intuitive Surgical;5912658;Scuola Superiore Sant'Anna
8888688;Intuitive Surgical;5906591;Scuola Superiore Sant'Anna
8827894;Intuitive Surgical;5906591;Scuola Superiore Sant'Anna
9434077;Intuitive Surgical;5912658;Scuola Superiore Sant'Anna
9357901;Intuitive Surgical;5906591;Scuola Superiore Sant'Anna
9737365;Intuitive Surgical;5912658;Scuola Superiore Sant'Anna
8721530;Intuitive Surgical;5906591;Scuola Superiore Sant'Anna
9220398;Intuitive Surgical;5906591;Scuola Superiore Sant'Anna
9085085;Intuitive Surgical;5912658;Scuola Superiore Sant'Anna
8517923;Intuitive Surgical;5906591;Scuola Superiore Sant'Anna
9498888;Intuitive Surgical;5912658;Scuola Superiore Sant'Anna
8882657;Intuitive Surgical;5906591;Scuola Superiore Sant'Anna
8083879;Intuitive Surgical;5906591;Scuola Superiore Sant'Anna
9370868;Intuitive Surgical;5912658;Scuola Superiore Sant'Anna
8834354;Intuitive Surgical;5906591;Scuola Superiore Sant'Anna
8226546;Intuitive Surgical;5906591;Scuola Superiore Sant'Anna
8361090;Intuitive Surgical Operations, Inc.;5906591;Scuola Superiore Sant'Anna
6593464;Invitrogen Corporation;4797480;Universita' Degli Studi di Parma
5821197;Isagro Ricerca S.r.l.;5550140             ;Ministero Dell' Universita' e Della Ricerca Scientifica Tecnologica
5821197;Isagro Ricerca S.r.l.;5418246             ;Ministero Dell' Universita' e Della Ricerca Scientifica Tecnologica
6084065;Isagro S.p.A.;5464836;Ministero Dell' Universita' e Della Ricerca Scientifica Tecnologica
8187585;Isconova AB;6685943;Universita' Degli Studi di Pavia
8481712;Isis Phamaceuticals, Inc.;7169766;Universita' Degli Studi di Cagliari
8481712;Isis Phamaceuticals, Inc.;7157441;Universita' Degli Studi di Cagliari
8481712;Isis Phamaceuticals, Inc.;7101861;Universita' Degli Studi di Cagliari
7908077;ITT Manuafacturing Enterprises, Inc.;6819282;Universita' Degli Studi di Roma
7889133;ITT Manuafacturing Enterprises, Inc.;6819282;Universita' Degli Studi di Roma
9845336;Janssen Sciences Ireland UC;7148206;Universita' Degli Studi di Cagliari
9845336;Janssen Sciences Ireland UC;8299038;Universita' Degli Studi di Cagliari
9845336;Janssen Sciences Ireland UC;7662798;Universita' Degli Studi di Cagliari
9845336;Janssen Sciences Ireland UC;7625875;Universita' Degli Studi di Cagliari
9845336;Janssen Sciences Ireland UC;7456155;Universita' Degli Studi di Cagliari
9845336;Janssen Sciences Ireland UC;7824851;Universita' Degli Studi di Cagliari
10040814;Janssen Sciences Ireland UC;8299038;Universita' Degli Studi di Cagliari
10040814;Janssen Sciences Ireland UC;7456155;Universita' Degli Studi di Cagliari
10040814;Janssen Sciences Ireland UC;7582618;Universita' Degli Studi di Cagliari
10040814;Janssen Sciences Ireland UC;7625875;Universita' Degli Studi di Cagliari
10040814;Janssen Sciences Ireland UC;7148206;Universita' Degli Studi di Cagliari
10040814;Janssen Sciences Ireland UC;7105493;Universita' Degli Studi di Cagliari
10040814;Janssen Sciences Ireland UC;7608597;Universita' Degli Studi di Cagliari
10040814;Janssen Sciences Ireland UC;7608600;Universita' Degli Studi di Cagliari
10040814;Janssen Sciences Ireland UC;7192936;Universita' Degli Studi di Cagliari
10040814;Janssen Sciences Ireland UC;7662798;Universita' Degli Studi di Cagliari
10040814;Janssen Sciences Ireland UC;7384924;Universita' Degli Studi di Cagliari
10040814;Janssen Sciences Ireland UC;7547704;Universita' Degli Studi di Cagliari
10040814;Janssen Sciences Ireland UC;7169766;Universita' Degli Studi di Cagliari
10040814;Janssen Sciences Ireland UC;7163929;Universita' Degli Studi di Cagliari
10040814;Janssen Sciences Ireland UC;7365057;Universita' Degli Studi di Cagliari
10040814;Janssen Sciences Ireland UC;7157441;Universita' Degli Studi di Cagliari
10040814;Janssen Sciences Ireland UC;7635689;Universita' Degli Studi di Cagliari
10040814;Janssen Sciences Ireland UC;7824851;Universita' Degli Studi di Cagliari
9422323;Janssen Sciences Ireland UC;7105493;Universita' Degli Studi di Cagliari
9422323;Janssen Sciences Ireland UC;7192936;Universita' Degli Studi di Cagliari
9422323;Janssen Sciences Ireland UC;7157441;Universita' Degli Studi di Cagliari
9422323;Janssen Sciences Ireland UC;7608597;Universita' Degli Studi di Cagliari
9422323;Janssen Sciences Ireland UC;7148206;Universita' Degli Studi di Cagliari
9422323;Janssen Sciences Ireland UC;7824851;Universita' Degli Studi di Cagliari
9422323;Janssen Sciences Ireland UC;7365057;Universita' Degli Studi di Cagliari
9422323;Janssen Sciences Ireland UC;7384924;Universita' Degli Studi di Cagliari
9422323;Janssen Sciences Ireland UC;7608600;Universita' Degli Studi di Cagliari
9422323;Janssen Sciences Ireland UC;7169766;Universita' Degli Studi di Cagliari
9422323;Janssen Sciences Ireland UC;7456155;Universita' Degli Studi di Cagliari
9422323;Janssen Sciences Ireland UC;7662798;Universita' Degli Studi di Cagliari
9422323;Janssen Sciences Ireland UC;7582618;Universita' Degli Studi di Cagliari
9422323;Janssen Sciences Ireland UC;7625875;Universita' Degli Studi di Cagliari
9422323;Janssen Sciences Ireland UC;7163929;Universita' Degli Studi di Cagliari
9422323;Janssen Sciences Ireland UC;8299038;Universita' Degli Studi di Cagliari
9422323;Janssen Sciences Ireland UC;7547704;Universita' Degli Studi di Cagliari
9422323;Janssen Sciences Ireland UC;7635689;Universita' Degli Studi di Cagliari
9845336;Janssen Sciences Ireland UC;7163929;Universita' Degli Studi di Cagliari
9845336;Janssen Sciences Ireland UC;7635689;Universita' Degli Studi di Cagliari
9845336;Janssen Sciences Ireland UC;7105493;Universita' Degli Studi di Cagliari
9845336;Janssen Sciences Ireland UC;7384924;Universita' Degli Studi di Cagliari
9845336;Janssen Sciences Ireland UC;7582618;Universita' Degli Studi di Cagliari
9845336;Janssen Sciences Ireland UC;7608600;Universita' Degli Studi di Cagliari
9845336;Janssen Sciences Ireland UC;7192936;Universita' Degli Studi di Cagliari
9845336;Janssen Sciences Ireland UC;7169766;Universita' Degli Studi di Cagliari
9845336;Janssen Sciences Ireland UC;7547704;Universita' Degli Studi di Cagliari
9845336;Janssen Sciences Ireland UC;7157441;Universita' Degli Studi di Cagliari
9845336;Janssen Sciences Ireland UC;7608597;Universita' Degli Studi di Cagliari
9845336;Janssen Sciences Ireland UC;7365057;Universita' Degli Studi di Cagliari
6383974;Japan Energy Corporation;5464802;Ministero Dell' Universita' e Della Ricerca Scientifica Tecnologica
7553624;Japan Science & Technology Agency;4797480;Universita' Degli Studi di Parma
7563886;Japan Science & Technology Agency;4797480;Universita' Degli Studi di Parma
6339159;Japan Science and Technology Corporation;4962223;Ministero Dell' Universita' e Della Ricerca Scientifica Tecnologica
6339159;Japan Science and Technology Corporation;4962223;Ministero Dell' Universita' e Della Ricerca Scientifica Tecnologica
6902362;JOBS S.p.A.;6439813;Ministero Dell' Universita' e Della Ricerca Scientifica Tecnologica
6752929;Johnson Matthey Pharmaceutical Materials, Inc.;6545007;Universita' Degli Studi di Cagliari
6846772;Johnson Matthey Public Limted Company;5492877;Ministero Dell' Universita' e Della Ricerca Scientifica Tecnologica
7861627;JTEKT Coporation;6439813;Ministero Dell' Universita' e Della Ricerca Scientifica Tecnologica
8658616;K. U. Leuven Research and Development;7105493;Universita' Degli Studi di Cagliari
8658616;K. U. Leuven Research and Development;7148206;Universita' Degli Studi di Cagliari
8658616;K. U. Leuven Research and Development;7101861;Universita' Degli Studi di Cagliari
8658616;K. U. Leuven Research and Development;7157441;Universita' Degli Studi di Cagliari
8658616;K. U. Leuven Research and Development;7169766;Universita' Degli Studi di Cagliari
7471235;Kabushiki Kaisha Toshira;6819282;Universita' Degli Studi di Roma
7391359;Kabushiki Kaisha Toshira;6819282;Universita' Degli Studi di Roma
8710573;Kabushiki Kaisha Toshira;8288827;Universita' Degli Studi Di Padova
5684071;Kanegafuchi Kagaku Kogyo;5331030             ;Ministero Dell' Universita' e Della Ricerca Scientifica Tecnologica
10092643;Kherion Technology Limited;8377910;Universita' Degli Studi di Roma
9394629;Kimberly-Clark Worldwode, Inc.;6562939;Ministero Dell' Universita' e Della Ricerca Scientifica Tecnologica
8518311;Kimberly-Clark Worldwode, Inc.;6562939;Ministero Dell' Universita' e Della Ricerca Scientifica Tecnologica
8759279;Kimberly-Clark Worldwode, Inc.;6727342;Ministero Dell' Universita' e Della Ricerca Scientifica Tecnologica
9617400;Kimberly-Clark Worldwode, Inc.;6727342;Ministero Dell' Universita' e Della Ricerca Scientifica Tecnologica
